x t u_exact u_numerical
0.8 0.092 0.237071 0.238314
0.9 0.092 0.124635 0.125289
1 0.092 0 0

0 0.0925 0 0
0.1 0.0925 0.124022 0.124676
0.2 0.0925 0.235904 0.237148
0.3 0.0925 0.324693 0.326406
0.4 0.0925 0.3817 0.383713
0.5 0.0925 0.401343 0.40346
0.6 0.0925 0.3817 0.383713
0.7 0.0925 0.324693 0.326406
0.8 0.0925 0.235904 0.237148
0.9 0.0925 0.124022 0.124676
1 0.0925 0 0

0 0.093 0 0
0.1 0.093 0.123411 0.124066
0.2 0.093 0.234742 0.235987
0.3 0.093 0.323095 0.324809
0.4 0.093 0.379821 0.381835
0.5 0.093 0.399368 0.401485
0.6 0.093 0.379821 0.381835
0.7 0.093 0.323095 0.324809
0.8 0.093 0.234742 0.235987
0.9 0.093 0.123411 0.124066
1 0.093 0 0

0 0.0935 0 0
0.1 0.0935 0.122804 0.123459
0.2 0.0935 0.233587 0.234832
0.3 0.0935 0.321505 0.323219
0.4 0.0935 0.377951 0.379967
0.5 0.0935 0.397402 0.39952
0.6 0.0935 0.377951 0.379967
0.7 0.0935 0.321505 0.323219
0.8 0.0935 0.233587 0.234832
0.9 0.0935 0.122804 0.123459
1 0.0935 0 0

0 0.094 0 0
0.1 0.094 0.122199 0.122854
0.2 0.094 0.232437 0.233683
0.3 0.094 0.319922 0.321637
0.4 0.094 0.376091 0.378107
0.5 0.094 0.395445 0.397565
0.6 0.094 0.376091 0.378107
0.7 0.094 0.319922 0.321637
0.8 0.094 0.232437 0.233683
0.9 0.094 0.122199 0.122854
1 0.094 0 0

0 0.0945 0 0
0.1 0.0945 0.121598 0.122253
0.2 0.0945 0.231293 0.232539
0.3 0.0945 0.318347 0.320063
0.4 0.0945 0.374239 0.376256
0.5 0.0945 0.393499 0.395619
0.6 0.0945 0.374239 0.376256
0.7 0.0945 0.318347 0.320063
0.8 0.0945 0.231293 0.232539
0.9 0.0945 0.121598 0.122253
1 0.0945 0 0

0 0.095 0 0
0.1 0.095 0.120999 0.121655
0.2 0.095 0.230154 0.231401
0.3 0.095 0.31678 0.318496
0.4 0.095 0.372397 0.374415
0.5 0.095 0.391562 0.393683
0.6 0.095 0.372397 0.374415
0.7 0.095 0.31678 0.318496
0.8 0.095 0.230154 0.231401
0.9 0.095 0.120999 0.121655
1 0.095 0 0

0 0.0955 0 0
0.1 0.0955 0.120404 0.121059
0.2 0.0955 0.229021 0.230268
0.3 0.0955 0.315221 0.316937
0.4 0.0955 0.370564 0.372582
0.5 0.0955 0.389634 0.391756
0.6 0.0955 0.370564 0.372582
0.7 0.0955 0.315221 0.316937
0.8 0.0955 0.229021 0.230268
0.9 0.0955 0.120404 0.121059
1 0.0955 0 0

0 0.096 0 0
0.1 0.096 0.119811 0.120467
0.2 0.096 0.227894 0.229141
0.3 0.096 0.313669 0.315386
0.4 0.096 0.36874 0.370759
0.5 0.096 0.387716 0.389839
0.6 0.096 0.36874 0.370759
0.7 0.096 0.313669 0.315386
0.8 0.096 0.227894 0.229141
0.9 0.096 0.119811 0.120467
1 0.096 0 0

0 0.0965 0 0
0.1 0.0965 0.119221 0.119877
0.2 0.0965 0.226772 0.22802
0.3 0.0965 0.312125 0.313843
0.4 0.0965 0.366925 0.368944
0.5 0.0965 0.385807 0.387931
0.6 0.0965 0.366925 0.368944
0.7 0.0965 0.312125 0.313843
0.8 0.0965 0.226772 0.22802
0.9 0.0965 0.119221 0.119877
1 0.0965 0 0

0 0.097 0 0
0.1 0.097 0.118634 0.11929
0.2 0.097 0.225656 0.226904
0.3 0.097 0.310588 0.312307
0.4 0.097 0.365118 0.367138
0.5 0.097 0.383908 0.386032
0.6 0.097 0.365118 0.367138
0.7 0.097 0.310588 0.312307
0.8 0.097 0.225656 0.226904
0.9 0.097 0.118634 0.11929
1 0.097 0 0

0 0.0975 0 0
0.1 0.0975 0.11805 0.118707
0.2 0.0975 0.224545 0.225793
0.3 0.0975 0.309059 0.310778
0.4 0.0975 0.363321 0.365341
0.5 0.0975 0.382018 0.384143
0.6 0.0975 0.363321 0.365341
0.7 0.0975 0.309059 0.310778
0.8 0.0975 0.224545 0.225793
0.9 0.0975 0.11805 0.118707
1 0.0975 0 0

0 0.098 0 0
0.1 0.098 0.117469 0.118126
0.2 0.098 0.223439 0.224688
0.3 0.098 0.307538 0.309257
0.4 0.098 0.361533 0.363553
0.5 0.098 0.380138 0.382263
0.6 0.098 0.361533 0.363553
0.7 0.098 0.307538 0.309257
0.8 0.098 0.223439 0.224688
0.9 0.098 0.117469 0.118126
1 0.098 0 0

0 0.0985 0 0
0.1 0.0985 0.116891 0.117547
0.2 0.0985 0.22234 0.223589
0.3 0.0985 0.306024 0.307743
0.4 0.0985 0.359753 0.361774
0.5 0.0985 0.378267 0.380392
0.6 0.0985 0.359753 0.361774
0.7 0.0985 0.306024 0.307743
0.8 0.0985 0.22234 0.223589
0.9 0.0985 0.116891 0.117547
1 0.0985 0 0

0 0.099 0 0
0.1 0.099 0.116315 0.116972
0.2 0.099 0.221245 0.222494
0.3 0.099 0.304518 0.306237
0.4 0.099 0.357982 0.360003
0.5 0.099 0.376405 0.37853
0.6 0.099 0.357982 0.360003
0.7 0.099 0.304518 0.306237
0.8 0.099 0.221245 0.222494
0.9 0.099 0.116315 0.116972
1 0.099 0 0

0 0.0995 0 0
0.1 0.0995 0.115743 0.1164
0.2 0.0995 0.220156 0.221405
0.3 0.0995 0.303019 0.304738
0.4 0.0995 0.35622 0.358241
0.5 0.0995 0.374552 0.376677
0.6 0.0995 0.35622 0.358241
0.7 0.0995 0.303019 0.304738
0.8 0.0995 0.220156 0.221405
0.9 0.0995 0.115743 0.1164
1 0.0995 0 0

0 0.1 0 0
0.1 0.1 0.115173 0.11583
0.2 0.1 0.219072 0.220322
0.3 0.1 0.301527 0.303247
0.4 0.1 0.354466 0.356488
0.5 0.1 0.372708 0.374834
0.6 0.1 0.354466 0.356488
0.7 0.1 0.301527 0.303247
0.8 0.1 0.219072 0.220322
0.9 0.1 0.115173 0.11583
1 0.1 0 0

0 0.1005 0 0
0.1 0.1005 0.114606 0.115263
0.2 0.1005 0.217994 0.219243
0.3 0.1005 0.300043 0.301763
0.4 0.1005 0.352721 0.354743
0.5 0.1005 0.370873 0.372999
0.6 0.1005 0.352721 0.354743
0.7 0.1005 0.300043 0.301763
0.8 0.1005 0.217994 0.219243
0.9 0.1005 0.114606 0.115263
1 0.1005 0 0

0 0.101 0 0
0.1 0.101 0.114042 0.114699
0.2 0.101 0.216921 0.21817
0.3 0.101 0.298566 0.300286
0.4 0.101 0.350985 0.353007
0.5 0.101 0.369047 0.371173
0.6 0.101 0.350985 0.353007
0.7 0.101 0.298566 0.300286
0.8 0.101 0.216921 0.21817
0.9 0.101 0.114042 0.114699
1 0.101 0 0

0 0.1015 0 0
0.1 0.1015 0.113481 0.114138
0.2 0.1015 0.215853 0.217102
0.3 0.1015 0.297096 0.298816
0.4 0.1015 0.349257 0.351279
0.5 0.1015 0.367231 0.369357
0.6 0.1015 0.349257 0.351279
0.7 0.1015 0.297096 0.298816
0.8 0.1015 0.215853 0.217102
0.9 0.1015 0.113481 0.114138
1 0.1015 0 0

0 0.102 0 0
0.1 0.102 0.112922 0.113579
0.2 0.102 0.21479 0.21604
0.3 0.102 0.295633 0.297353
0.4 0.102 0.347538 0.34956
0.5 0.102 0.365423 0.367549
0.6 0.102 0.347538 0.34956
0.7 0.102 0.295633 0.297353
0.8 0.102 0.21479 0.21604
0.9 0.102 0.112922 0.113579
1 0.102 0 0

0 0.1025 0 0
0.1 0.1025 0.112366 0.113023
0.2 0.1025 0.213733 0.214983
0.3 0.1025 0.294178 0.295898
0.4 0.1025 0.345827 0.347849
0.5 0.1025 0.363624 0.36575
0.6 0.1025 0.345827 0.347849
0.7 0.1025 0.294178 0.295898
0.8 0.1025 0.213733 0.214983
0.9 0.1025 0.112366 0.113023
1 0.1025 0 0

0 0.103 0 0
0.1 0.103 0.111813 0.11247
0.2 0.103 0.212681 0.21393
0.3 0.103 0.29273 0.29445
0.4 0.103 0.344125 0.346147
0.5 0.103 0.361834 0.36396
0.6 0.103 0.344125 0.346147
0.7 0.103 0.29273 0.29445
0.8 0.103 0.212681 0.21393
0.9 0.103 0.111813 0.11247
1 0.103 0 0

0 0.1035 0 0
0.1 0.1035 0.111262 0.111919
0.2 0.1035 0.211634 0.212883
0.3 0.1035 0.291289 0.293009
0.4 0.1035 0.342431 0.344452
0.5 0.1035 0.360053 0.362179
0.6 0.1035 0.342431 0.344452
0.7 0.1035 0.291289 0.293009
0.8 0.1035 0.211634 0.212883
0.9 0.1035 0.111262 0.111919
1 0.1035 0 0

0 0.104 0 0
0.1 0.104 0.110715 0.111372
0.2 0.104 0.210592 0.211841
0.3 0.104 0.289855 0.291575
0.4 0.104 0.340745 0.342767
0.5 0.104 0.358281 0.360406
0.6 0.104 0.340745 0.342767
0.7 0.104 0.289855 0.291575
0.8 0.104 0.210592 0.211841
0.9 0.104 0.110715 0.111372
1 0.104 0 0

0 0.1045 0 0
0.1 0.1045 0.11017 0.110827
0.2 0.1045 0.209555 0.210805
0.3 0.1045 0.288428 0.290148
0.4 0.1045 0.339068 0.341089
0.5 0.1045 0.356517 0.358642
0.6 0.1045 0.339068 0.341089
0.7 0.1045 0.288428 0.290148
0.8 0.1045 0.209555 0.210805
0.9 0.1045 0.11017 0.110827
1 0.1045 0 0

0 0.105 0 0
0.1 0.105 0.109627 0.110284
0.2 0.105 0.208524 0.209773
0.3 0.105 0.287008 0.288727
0.4 0.105 0.337399 0.33942
0.5 0.105 0.354762 0.356887
0.6 0.105 0.337399 0.33942
0.7 0.105 0.287008 0.288727
0.8 0.105 0.208524 0.209773
0.9 0.105 0.109627 0.110284
1 0.105 0 0

0 0.1055 0 0
0.1 0.1055 0.109088 0.109744
0.2 0.1055 0.207497 0.208746
0.3 0.1055 0.285596 0.287314
0.4 0.1055 0.335738 0.337758
0.5 0.1055 0.353016 0.35514
0.6 0.1055 0.335738 0.337758
0.7 0.1055 0.285596 0.287314
0.8 0.1055 0.207497 0.208746
0.9 0.1055 0.109088 0.109744
1 0.1055 0 0

0 0.106 0 0
0.1 0.106 0.108551 0.109207
0.2 0.106 0.206476 0.207724
0.3 0.106 0.28419 0.285908
0.4 0.106 0.334085 0.336105
0.5 0.106 0.351278 0.353402
0.6 0.106 0.334085 0.336105
0.7 0.106 0.28419 0.285908
0.8 0.106 0.206476 0.207724
0.9 0.106 0.108551 0.109207
1 0.106 0 0

0 0.1065 0 0
0.1 0.1065 0.108016 0.108673
0.2 0.1065 0.205459 0.206708
0.3 0.1065 0.282791 0.284509
0.4 0.1065 0.33244 0.33446
0.5 0.1065 0.349549 0.351672
0.6 0.1065 0.33244 0.33446
0.7 0.1065 0.282791 0.284509
0.8 0.1065 0.205459 0.206708
0.9 0.1065 0.108016 0.108673
1 0.1065 0 0

0 0.107 0 0
0.1 0.107 0.107485 0.108141
0.2 0.107 0.204448 0.205696
0.3 0.107 0.281399 0.283116
0.4 0.107 0.330804 0.332823
0.5 0.107 0.347828 0.349951
0.6 0.107 0.330804 0.332823
0.7 0.107 0.281399 0.283116
0.8 0.107 0.204448 0.205696
0.9 0.107 0.107485 0.108141
1 0.107 0 0

0 0.1075 0 0
0.1 0.1075 0.106956 0.107612
0.2 0.1075 0.203442 0.204689
0.3 0.1075 0.280013 0.281731
0.4 0.1075 0.329175 0.331194
0.5 0.1075 0.346116 0.348238
0.6 0.1075 0.329175 0.331194
0.7 0.1075 0.280013 0.281731
0.8 0.1075 0.203442 0.204689
0.9 0.1075 0.106956 0.107612
1 0.1075 0 0

0 0.108 0 0
0.1 0.108 0.106429 0.107085
0.2 0.108 0.20244 0.203687
0.3 0.108 0.278635 0.280352
0.4 0.108 0.327555 0.329573
0.5 0.108 0.344412 0.346534
0.6 0.108 0.327555 0.329573
0.7 0.108 0.278635 0.280352
0.8 0.108 0.20244 0.203687
0.9 0.108 0.106429 0.107085
1 0.108 0 0

0 0.1085 0 0
0.1 0.1085 0.105905 0.106561
0.2 0.1085 0.201444 0.202691
0.3 0.1085 0.277263 0.27898
0.4 0.1085 0.325943 0.32796
0.5 0.1085 0.342716 0.344838
0.6 0.1085 0.325943 0.32796
0.7 0.1085 0.277263 0.27898
0.8 0.1085 0.201444 0.202691
0.9 0.1085 0.105905 0.106561
1 0.1085 0 0

0 0.109 0 0
0.1 0.109 0.105384 0.106039
0.2 0.109 0.200452 0.201699
0.3 0.109 0.275898 0.277614
0.4 0.109 0.324338 0.326355
0.5 0.109 0.341029 0.34315
0.6 0.109 0.324338 0.326355
0.7 0.109 0.275898 0.277614
0.8 0.109 0.200452 0.201699
0.9 0.109 0.105384 0.106039
1 0.109 0 0

0 0.1095 0 0
0.1 0.1095 0.104865 0.10552
0.2 0.1095 0.199465 0.200711
0.3 0.1095 0.27454 0.276255
0.4 0.1095 0.322742 0.324758
0.5 0.1095 0.339351 0.341471
0.6 0.1095 0.322742 0.324758
0.7 0.1095 0.27454 0.276255
0.8 0.1095 0.199465 0.200711
0.9 0.1095 0.104865 0.10552
1 0.1095 0 0

0 0.11 0 0
0.1 0.11 0.104349 0.105004
0.2 0.11 0.198483 0.199729
0.3 0.11 0.273189 0.274903
0.4 0.11 0.321153 0.323168
0.5 0.11 0.33768 0.339799
0.6 0.11 0.321153 0.323168
0.7 0.11 0.273189 0.274903
0.8 0.11 0.198483 0.199729
0.9 0.11 0.104349 0.105004
1 0.11 0 0

0 0.1105 0 0
0.1 0.1105 0.103835 0.10449
0.2 0.1105 0.197506 0.198751
0.3 0.1105 0.271844 0.273558
0.4 0.1105 0.319572 0.321587
0.5 0.1105 0.336018 0.338136
0.6 0.1105 0.319572 0.321587
0.7 0.1105 0.271844 0.273558
0.8 0.1105 0.197506 0.198751
0.9 0.1105 0.103835 0.10449
1 0.1105 0 0

0 0.111 0 0
0.1 0.111 0.103324 0.103978
0.2 0.111 0.196534 0.197779
0.3 0.111 0.270506 0.272219
0.4 0.111 0.317999 0.320013
0.5 0.111 0.334364 0.336481
0.6 0.111 0.317999 0.320013
0.7 0.111 0.270506 0.272219
0.8 0.111 0.196534 0.197779
0.9 0.111 0.103324 0.103978
1 0.111 0 0

0 0.1115 0 0
0.1 0.1115 0.102815 0.10347
0.2 0.1115 0.195567 0.196811
0.3 0.1115 0.269174 0.270887
0.4 0.1115 0.316433 0.318446
0.5 0.1115 0.332718 0.334834
0.6 0.1115 0.316433 0.318446
0.7 0.1115 0.269174 0.270887
0.8 0.1115 0.195567 0.196811
0.9 0.1115 0.102815 0.10347
1 0.1115 0 0

0 0.112 0 0
0.1 0.112 0.102309 0.102963
0.2 0.112 0.194604 0.195847
0.3 0.112 0.267849 0.269561
0.4 0.112 0.314876 0.316888
0.5 0.112 0.33108 0.333196
0.6 0.112 0.314876 0.316888
0.7 0.112 0.267849 0.269561
0.8 0.112 0.194604 0.195847
0.9 0.112 0.102309 0.102963
1 0.112 0 0

0 0.1125 0 0
0.1 0.1125 0.101806 0.102459
0.2 0.1125 0.193646 0.194889
0.3 0.1125 0.266531 0.268242
0.4 0.1125 0.313326 0.315337
0.5 0.1125 0.32945 0.331565
0.6 0.1125 0.313326 0.315337
0.7 0.1125 0.266531 0.268242
0.8 0.1125 0.193646 0.194889
0.9 0.1125 0.101806 0.102459
1 0.1125 0 0

0 0.113 0 0
0.1 0.113 0.101305 0.101958
0.2 0.113 0.192693 0.193935
0.3 0.113 0.265219 0.266929
0.4 0.113 0.311783 0.313793
0.5 0.113 0.327828 0.329942
0.6 0.113 0.311783 0.313793
0.7 0.113 0.265219 0.266929
0.8 0.113 0.192693 0.193935
0.9 0.113 0.101305 0.101958
1 0.113 0 0

0 0.1135 0 0
0.1 0.1135 0.100806 0.101459
0.2 0.1135 0.191744 0.192986
0.3 0.1135 0.263913 0.265622
0.4 0.1135 0.310248 0.312258
0.5 0.1135 0.326215 0.328327
0.6 0.1135 0.310248 0.312258
0.7 0.1135 0.263913 0.265622
0.8 0.1135 0.191744 0.192986
0.9 0.1135 0.100806 0.101459
1 0.1135 0 0

0 0.114 0 0
0.1 0.114 0.10031 0.100962
0.2 0.114 0.1908 0.192041
0.3 0.114 0.262614 0.264322
0.4 0.114 0.308721 0.310729
0.5 0.114 0.324609 0.32672
0.6 0.114 0.308721 0.310729
0.7 0.114 0.262614 0.264322
0.8 0.114 0.1908 0.192041
0.9 0.114 0.10031 0.100962
1 0.114 0 0

0 0.1145 0 0
0.1 0.1145 0.0998158 0.100468
0.2 0.1145 0.189861 0.191101
0.3 0.1145 0.261321 0.263028
0.4 0.1145 0.307201 0.309209
0.5 0.1145 0.323011 0.325121
0.6 0.1145 0.307201 0.309209
0.7 0.1145 0.261321 0.263028
0.8 0.1145 0.189861 0.191101
0.9 0.1145 0.0998158 0.100468
1 0.1145 0 0

0 0.115 0 0
0.1 0.115 0.0993245 0.0999762
0.2 0.115 0.188926 0.190166
0.3 0.115 0.260035 0.261741
0.4 0.115 0.305689 0.307695
0.5 0.115 0.321421 0.32353
0.6 0.115 0.305689 0.307695
0.7 0.115 0.260035 0.261741
0.8 0.115 0.188926 0.190166
0.9 0.115 0.0993245 0.0999762
1 0.115 0 0

0 0.1155 0 0
0.1 0.1155 0.0988355 0.0994869
0.2 0.1155 0.187996 0.189235
0.3 0.1155 0.258755 0.26046
0.4 0.1155 0.304184 0.306189
0.5 0.1155 0.319838 0.321946
0.6 0.1155 0.304184 0.306189
0.7 0.1155 0.258755 0.26046
0.8 0.1155 0.187996 0.189235
0.9 0.1155 0.0988355 0.0994869
1 0.1155 0 0

0 0.116 0 0
0.1 0.116 0.098349 0.099
0.2 0.116 0.187071 0.188309
0.3 0.116 0.257481 0.259185
0.4 0.116 0.302687 0.304691
0.5 0.116 0.318264 0.320371
0.6 0.116 0.302687 0.304691
0.7 0.116 0.257481 0.259185
0.8 0.116 0.187071 0.188309
0.9 0.116 0.098349 0.099
1 0.116 0 0

0 0.1165 0 0
0.1 0.1165 0.0978648 0.0985154
0.2 0.1165 0.18615 0.187387
0.3 0.1165 0.256213 0.257917
0.4 0.1165 0.301197 0.303199
0.5 0.1165 0.316697 0.318803
0.6 0.1165 0.301197 0.303199
0.7 0.1165 0.256213 0.257917
0.8 0.1165 0.18615 0.187387
0.9 0.1165 0.0978648 0.0985154
1 0.1165 0 0

0 0.117 0 0
0.1 0.117 0.0973831 0.0980333
0.2 0.117 0.185234 0.18647
0.3 0.117 0.254952 0.256654
0.4 0.117 0.299714 0.301715
0.5 0.117 0.315138 0.317242
0.6 0.117 0.299714 0.301715
0.7 0.117 0.254952 0.256654
0.8 0.117 0.185234 0.18647
0.9 0.117 0.0973831 0.0980333
1 0.117 0 0

0 0.1175 0 0
0.1 0.1175 0.0969037 0.0975535
0.2 0.1175 0.184322 0.185558
0.3 0.1175 0.253697 0.255398
0.4 0.1175 0.298239 0.300239
0.5 0.1175 0.313587 0.31569
0.6 0.1175 0.298239 0.300239
0.7 0.1175 0.253697 0.255398
0.8 0.1175 0.184322 0.185558
0.9 0.1175 0.0969037 0.0975535
1 0.1175 0 0

0 0.118 0 0
0.1 0.118 0.0964267 0.097076
0.2 0.118 0.183414 0.18465
0.3 0.118 0.252448 0.254148
0.4 0.118 0.296771 0.298769
0.5 0.118 0.312043 0.314145
0.6 0.118 0.296771 0.298769
0.7 0.118 0.252448 0.254148
0.8 0.118 0.183414 0.18465
0.9 0.118 0.0964267 0.097076
1 0.118 0 0

0 0.1185 0 0
0.1 0.1185 0.095952 0.0966009
0.2 0.1185 0.182512 0.183746
0.3 0.1185 0.251206 0.252904
0.4 0.1185 0.29531 0.297307
0.5 0.1185 0.310507 0.312607
0.6 0.1185 0.29531 0.297307
0.7 0.1185 0.251206 0.252904
0.8 0.1185 0.182512 0.183746
0.9 0.1185 0.095952 0.0966009
1 0.1185 0 0

0 0.119 0 0
0.1 0.119 0.0954797 0.0961281
0.2 0.119 0.181613 0.182846
0.3 0.119 0.249969 0.251667
0.4 0.119 0.293856 0.295852
0.5 0.119 0.308979 0.311077
0.6 0.119 0.293856 0.295852
0.7 0.119 0.249969 0.251667
0.8 0.119 0.181613 0.182846
0.9 0.119 0.0954797 0.0961281
1 0.119 0 0

0 0.1195 0 0
0.1 0.1195 0.0950097 0.0956576
0.2 0.1195 0.180719 0.181952
0.3 0.1195 0.248739 0.250435
0.4 0.1195 0.29241 0.294404
0.5 0.1195 0.307458 0.309554
0.6 0.1195 0.29241 0.294404
0.7 0.1195 0.248739 0.250435
0.8 0.1195 0.180719 0.181952
0.9 0.1195 0.0950097 0.0956576
1 0.1195 0 0

0 0.12 0 0
0.1 0.12 0.094542 0.0951894
0.2 0.12 0.179829 0.181061
0.3 0.12 0.247514 0.249209
0.4 0.12 0.29097 0.292963
0.5 0.12 0.305944 0.308039
0.6 0.12 0.29097 0.292963
0.7 0.12 0.247514 0.249209
0.8 0.12 0.179829 0.181061
0.9 0.12 0.094542 0.0951894
1 0.12 0 0

0 0.1205 0 0
0.1 0.1205 0.0940766 0.0947235
0.2 0.1205 0.178944 0.180175
0.3 0.1205 0.246296 0.247989
0.4 0.1205 0.289538 0.291529
0.5 0.1205 0.304438 0.306532
0.6 0.1205 0.289538 0.291529
0.7 0.1205 0.246296 0.247989
0.8 0.1205 0.178944 0.180175
0.9 0.1205 0.0940766 0.0947235
1 0.1205 0 0

0 0.121 0 0
0.1 0.121 0.0936135 0.0942599
0.2 0.121 0.178063 0.179293
0.3 0.121 0.245083 0.246776
0.4 0.121 0.288113 0.290102
0.5 0.121 0.30294 0.305031
0.6 0.121 0.288113 0.290102
0.7 0.121 0.245083 0.246776
0.8 0.121 0.178063 0.179293
0.9 0.121 0.0936135 0.0942599
1 0.121 0 0

0 0.1215 0 0
0.1 0.1215 0.0931526 0.0937986
0.2 0.1215 0.177187 0.178415
0.3 0.1215 0.243877 0.245568
0.4 0.1215 0.286694 0.288682
0.5 0.1215 0.301448 0.303539
0.6 0.1215 0.286694 0.288682
0.7 0.1215 0.243877 0.245568
0.8 0.1215 0.177187 0.178415
0.9 0.1215 0.0931526 0.0937986
1 0.1215 0 0

0 0.122 0 0
0.1 0.122 0.0926941 0.0933395
0.2 0.122 0.176315 0.177542
0.3 0.122 0.242676 0.244366
0.4 0.122 0.285283 0.287269
0.5 0.122 0.299964 0.302053
0.6 0.122 0.285283 0.287269
0.7 0.122 0.242676 0.244366
0.8 0.122 0.176315 0.177542
0.9 0.122 0.0926941 0.0933395
1 0.122 0 0

0 0.1225 0 0
0.1 0.1225 0.0922378 0.0928826
0.2 0.1225 0.175447 0.176673
0.3 0.1225 0.241482 0.24317
0.4 0.1225 0.283879 0.285863
0.5 0.1225 0.298488 0.300575
0.6 0.1225 0.283879 0.285863
0.7 0.1225 0.241482 0.24317
0.8 0.1225 0.175447 0.176673
0.9 0.1225 0.0922378 0.0928826
1 0.1225 0 0

0 0.123 0 0
0.1 0.123 0.0917837 0.092428
0.2 0.123 0.174583 0.175809
0.3 0.123 0.240293 0.24198
0.4 0.123 0.282481 0.284464
0.5 0.123 0.297018 0.299103
0.6 0.123 0.282481 0.284464
0.7 0.123 0.240293 0.24198
0.8 0.123 0.174583 0.175809
0.9 0.123 0.0917837 0.092428
1 0.123 0 0

0 0.1235 0 0
0.1 0.1235 0.0913319 0.0919757
0.2 0.1235 0.173724 0.174948
0.3 0.1235 0.23911 0.240795
0.4 0.1235 0.281091 0.283072
0.5 0.1235 0.295556 0.29764
0.6 0.1235 0.281091 0.283072
0.7 0.1235 0.23911 0.240795
0.8 0.1235 0.173724 0.174948
0.9 0.1235 0.0913319 0.0919757
1 0.1235 0 0

0 0.124 0 0
0.1 0.124 0.0908823 0.0915255
0.2 0.124 0.172868 0.174092
0.3 0.124 0.237933 0.239617
0.4 0.124 0.279707 0.281687
0.5 0.124 0.294101 0.296183
0.6 0.124 0.279707 0.281687
0.7 0.124 0.237933 0.239617
0.8 0.124 0.172868 0.174092
0.9 0.124 0.0908823 0.0915255
1 0.124 0 0

0 0.1245 0 0
0.1 0.1245 0.0904349 0.0910776
0.2 0.1245 0.172017 0.17324
0.3 0.1245 0.236762 0.238444
0.4 0.1245 0.27833 0.280308
0.5 0.1245 0.292654 0.294733
0.6 0.1245 0.27833 0.280308
0.7 0.1245 0.236762 0.238444
0.8 0.1245 0.172017 0.17324
0.9 0.1245 0.0904349 0.0910776
1 0.1245 0 0

0 0.125 0 0
0.1 0.125 0.0899897 0.0906318
0.2 0.125 0.171171 0.172392
0.3 0.125 0.235596 0.237277
0.4 0.125 0.27696 0.278936
0.5 0.125 0.291213 0.293291
0.6 0.125 0.27696 0.278936
0.7 0.125 0.235596 0.237277
0.8 0.125 0.171171 0.172392
0.9 0.125 0.0899897 0.0906318
1 0.125 0 0

0 0.1255 0 0
0.1 0.1255 0.0895468 0.0901882
0.2 0.1255 0.170328 0.171548
0.3 0.1255 0.234436 0.236116
0.4 0.1255 0.275597 0.277571
0.5 0.1255 0.289779 0.291855
0.6 0.1255 0.275597 0.277571
0.7 0.1255 0.234436 0.236116
0.8 0.1255 0.170328 0.171548
0.9 0.1255 0.0895468 0.0901882
1 0.1255 0 0

0 0.126 0 0
0.1 0.126 0.089106 0.0897468
0.2 0.126 0.16949 0.170709
0.3 0.126 0.233282 0.23496
0.4 0.126 0.27424 0.276212
0.5 0.126 0.288353 0.290427
0.6 0.126 0.27424 0.276212
0.7 0.126 0.233282 0.23496
0.8 0.126 0.16949 0.170709
0.9 0.126 0.089106 0.0897468
1 0.126 0 0

0 0.1265 0 0
0.1 0.1265 0.0886673 0.0893075
0.2 0.1265 0.168655 0.169873
0.3 0.1265 0.232134 0.23381
0.4 0.1265 0.27289 0.27486
0.5 0.1265 0.286933 0.289005
0.6 0.1265 0.27289 0.27486
0.7 0.1265 0.232134 0.23381
0.8 0.1265 0.168655 0.169873
0.9 0.1265 0.0886673 0.0893075
1 0.1265 0 0

0 0.127 0 0
0.1 0.127 0.0882308 0.0888704
0.2 0.127 0.167825 0.169042
0.3 0.127 0.230991 0.232666
0.4 0.127 0.271547 0.273515
0.5 0.127 0.285521 0.287591
0.6 0.127 0.271547 0.273515
0.7 0.127 0.230991 0.232666
0.8 0.127 0.167825 0.169042
0.9 0.127 0.0882308 0.0888704
1 0.127 0 0

0 0.1275 0 0
0.1 0.1275 0.0877965 0.0884355
0.2 0.1275 0.166999 0.168214
0.3 0.1275 0.229854 0.231527
0.4 0.1275 0.27021 0.272176
0.5 0.1275 0.284115 0.286183
0.6 0.1275 0.27021 0.272176
0.7 0.1275 0.229854 0.231527
0.8 0.1275 0.166999 0.168214
0.9 0.1275 0.0877965 0.0884355
1 0.1275 0 0

0 0.128 0 0
0.1 0.128 0.0873643 0.0880026
0.2 0.128 0.166177 0.167391
0.3 0.128 0.228723 0.230394
0.4 0.128 0.26888 0.270844
0.5 0.128 0.282717 0.284783
0.6 0.128 0.26888 0.270844
0.7 0.128 0.228723 0.230394
0.8 0.128 0.166177 0.167391
0.9 0.128 0.0873643 0.0880026
1 0.128 0 0

0 0.1285 0 0
0.1 0.1285 0.0869343 0.0875719
0.2 0.1285 0.165359 0.166572
0.3 0.1285 0.227597 0.229266
0.4 0.1285 0.267556 0.269519
0.5 0.1285 0.281325 0.283389
0.6 0.1285 0.267556 0.269519
0.7 0.1285 0.227597 0.229266
0.8 0.1285 0.165359 0.166572
0.9 0.1285 0.0869343 0.0875719
1 0.1285 0 0

0 0.129 0 0
0.1 0.129 0.0865063 0.0871433
0.2 0.129 0.164545 0.165756
0.3 0.129 0.226476 0.228144
