x t u_exact u_numerical
0.3 0.3735 0.0202777 0.0207131
0.4 0.3735 0.0238379 0.0243497
0.5 0.3735 0.0250646 0.0256028
0.6 0.3735 0.0238379 0.0243497
0.7 0.3735 0.0202777 0.0207131
0.8 0.3735 0.0147326 0.0150489
0.9 0.3735 0.0077454 0.00791169
1 0.3735 0 0

0 0.374 0 0
0.1 0.374 0.00770727 0.00787297
0.2 0.374 0.0146601 0.0149753
0.3 0.374 0.0201779 0.0206117
0.4 0.374 0.0237205 0.0242305
0.5 0.374 0.0249413 0.0254775
0.6 0.374 0.0237205 0.0242305
0.7 0.374 0.0201779 0.0206117
0.8 0.374 0.0146601 0.0149753
0.9 0.374 0.00770727 0.00787297
1 0.374 0 0

0 0.3745 0 0
0.1 0.3745 0.00766933 0.00783444
0.2 0.3745 0.0145879 0.014902
0.3 0.3745 0.0200786 0.0205108
0.4 0.3745 0.0236038 0.0241119
0.5 0.3745 0.0248185 0.0253528
0.6 0.3745 0.0236038 0.0241119
0.7 0.3745 0.0200786 0.0205108
0.8 0.3745 0.0145879 0.014902
0.9 0.3745 0.00766933 0.00783444
1 0.3745 0 0

0 0.375 0 0
0.1 0.375 0.00763158 0.00779609
0.2 0.375 0.0145161 0.014829
0.3 0.375 0.0199797 0.0204104
0.4 0.375 0.0234876 0.0239939
0.5 0.375 0.0246963 0.0252287
0.6 0.375 0.0234876 0.0239939
0.7 0.375 0.0199797 0.0204104
0.8 0.375 0.0145161 0.014829
0.9 0.375 0.00763158 0.00779609
1 0.375 0 0

0 0.3755 0 0
0.1 0.3755 0.00759401 0.00775794
0.2 0.3755 0.0144447 0.0147565
0.3 0.3755 0.0198814 0.0203105
0.4 0.3755 0.023372 0.0238765
0.5 0.3755 0.0245747 0.0251052
0.6 0.3755 0.023372 0.0238765
0.7 0.3755 0.0198814 0.0203105
0.8 0.3755 0.0144447 0.0147565
0.9 0.3755 0.00759401 0.00775794
1 0.3755 0 0

0 0.376 0 0
0.1 0.376 0.00755663 0.00771997
0.2 0.376 0.0143736 0.0146842
0.3 0.376 0.0197835 0.0202111
0.4 0.376 0.0232569 0.0237596
0.5 0.376 0.0244538 0.0249823
0.6 0.376 0.0232569 0.0237596
0.7 0.376 0.0197835 0.0202111
0.8 0.376 0.0143736 0.0146842
0.9 0.376 0.00755663 0.00771997
1 0.376 0 0

0 0.3765 0 0
0.1 0.3765 0.00751943 0.00768218
0.2 0.3765 0.0143028 0.0146124
0.3 0.3765 0.0196861 0.0201122
0.4 0.3765 0.0231424 0.0236433
0.5 0.3765 0.0243334 0.0248601
0.6 0.3765 0.0231424 0.0236433
0.7 0.3765 0.0196861 0.0201122
0.8 0.3765 0.0143028 0.0146124
0.9 0.3765 0.00751943 0.00768218
1 0.3765 0 0

0 0.377 0 0
0.1 0.377 0.00748241 0.00764458
0.2 0.377 0.0142324 0.0145409
0.3 0.377 0.0195892 0.0200138
0.4 0.377 0.0230285 0.0235276
0.5 0.377 0.0242136 0.0247384
0.6 0.377 0.0230285 0.0235276
0.7 0.377 0.0195892 0.0200138
0.8 0.377 0.0142324 0.0145409
0.9 0.377 0.00748241 0.00764458
1 0.377 0 0

0 0.3775 0 0
0.1 0.3775 0.00744558 0.00760717
0.2 0.3775 0.0141623 0.0144697
0.3 0.3775 0.0194928 0.0199158
0.4 0.3775 0.0229151 0.0234125
0.5 0.3775 0.0240944 0.0246173
0.6 0.3775 0.0229151 0.0234125
0.7 0.3775 0.0194928 0.0199158
0.8 0.3775 0.0141623 0.0144697
0.9 0.3775 0.00744558 0.00760717
1 0.3775 0 0

0 0.378 0 0
0.1 0.378 0.00740893 0.00756993
0.2 0.378 0.0140926 0.0143989
0.3 0.378 0.0193968 0.0198183
0.4 0.378 0.0228023 0.0232979
0.5 0.378 0.0239758 0.0244968
0.6 0.378 0.0228023 0.0232979
0.7 0.378 0.0193968 0.0198183
0.8 0.378 0.0140926 0.0143989
0.9 0.378 0.00740893 0.00756993
1 0.378 0 0

0 0.3785 0 0
0.1 0.3785 0.00737246 0.00753288
0.2 0.3785 0.0140232 0.0143284
0.3 0.3785 0.0193013 0.0197213
0.4 0.3785 0.0226901 0.0231838
0.5 0.3785 0.0238578 0.0243769
0.6 0.3785 0.0226901 0.0231838
0.7 0.3785 0.0193013 0.0197213
0.8 0.3785 0.0140232 0.0143284
0.9 0.3785 0.00737246 0.00753288
1 0.3785 0 0

0 0.379 0 0
0.1 0.379 0.00733616 0.00749602
0.2 0.379 0.0139542 0.0142583
0.3 0.379 0.0192063 0.0196248
0.4 0.379 0.0225784 0.0230704
0.5 0.379 0.0237403 0.0242576
0.6 0.379 0.0225784 0.0230704
0.7 0.379 0.0192063 0.0196248
0.8 0.379 0.0139542 0.0142583
0.9 0.379 0.00733616 0.00749602
1 0.379 0 0

0 0.3795 0 0
0.1 0.3795 0.00730005 0.00745933
0.2 0.3795 0.0138855 0.0141885
0.3 0.3795 0.0191118 0.0195288
0.4 0.3795 0.0224672 0.0229575
0.5 0.3795 0.0236235 0.0241389
0.6 0.3795 0.0224672 0.0229575
0.7 0.3795 0.0191118 0.0195288
0.8 0.3795 0.0138855 0.0141885
0.9 0.3795 0.00730005 0.00745933
1 0.3795 0 0

0 0.38 0 0
0.1 0.38 0.00726412 0.00742282
0.2 0.38 0.0138172 0.014119
0.3 0.38 0.0190177 0.0194332
0.4 0.38 0.0223567 0.0228451
0.5 0.38 0.0235072 0.0240207
0.6 0.38 0.0223567 0.0228451
0.7 0.38 0.0190177 0.0194332
0.8 0.38 0.0138172 0.014119
0.9 0.38 0.00726412 0.00742282
1 0.38 0 0

0 0.3805 0 0
0.1 0.3805 0.00722836 0.00738649
0.2 0.3805 0.0137492 0.0140499
0.3 0.3805 0.0189241 0.0193381
0.4 0.3805 0.0222466 0.0227333
0.5 0.3805 0.0233915 0.0239032
0.6 0.3805 0.0222466 0.0227333
0.7 0.3805 0.0189241 0.0193381
0.8 0.3805 0.0137492 0.0140499
0.9 0.3805 0.00722836 0.00738649
1 0.3805 0 0

0 0.381 0 0
0.1 0.381 0.00719277 0.00735034
0.2 0.381 0.0136815 0.0139812
0.3 0.381 0.0188309 0.0192434
0.4 0.381 0.0221371 0.022622
0.5 0.381 0.0232763 0.0237862
0.6 0.381 0.0221371 0.022622
0.7 0.381 0.0188309 0.0192434
0.8 0.381 0.0136815 0.0139812
0.9 0.381 0.00719277 0.00735034
1 0.381 0 0

0 0.3815 0 0
0.1 0.3815 0.00715737 0.00731436
0.2 0.3815 0.0136141 0.0139127
0.3 0.3815 0.0187382 0.0191492
0.4 0.3815 0.0220281 0.0225113
0.5 0.3815 0.0231617 0.0236698
0.6 0.3815 0.0220281 0.0225113
0.7 0.3815 0.0187382 0.0191492
0.8 0.3815 0.0136141 0.0139127
0.9 0.3815 0.00715737 0.00731436
1 0.3815 0 0

0 0.382 0 0
0.1 0.382 0.00712213 0.00727856
0.2 0.382 0.0135471 0.0138446
0.3 0.382 0.018646 0.0190555
0.4 0.382 0.0219197 0.0224011
0.5 0.382 0.0230477 0.0235539
0.6 0.382 0.0219197 0.0224011
0.7 0.382 0.018646 0.0190555
0.8 0.382 0.0135471 0.0138446
0.9 0.382 0.00712213 0.00727856
1 0.382 0 0

0 0.3825 0 0
0.1 0.3825 0.00708707 0.00724294
0.2 0.3825 0.0134804 0.0137769
0.3 0.3825 0.0185542 0.0189623
0.4 0.3825 0.0218118 0.0222915
0.5 0.3825 0.0229343 0.0234386
0.6 0.3825 0.0218118 0.0222915
0.7 0.3825 0.0185542 0.0189623
0.8 0.3825 0.0134804 0.0137769
0.9 0.3825 0.00708707 0.00724294
1 0.3825 0 0

0 0.383 0 0
0.1 0.383 0.00705219 0.00720749
0.2 0.383 0.0134141 0.0137095
0.3 0.383 0.0184629 0.0188695
0.4 0.383 0.0217044 0.0221824
0.5 0.383 0.0228214 0.0233239
0.6 0.383 0.0217044 0.0221824
0.7 0.383 0.0184629 0.0188695
0.8 0.383 0.0134141 0.0137095
0.9 0.383 0.00705219 0.00720749
1 0.383 0 0

0 0.3835 0 0
0.1 0.3835 0.00701747 0.00717221
0.2 0.3835 0.013348 0.0136424
0.3 0.3835 0.018372 0.0187771
0.4 0.3835 0.0215976 0.0220738
0.5 0.3835 0.022709 0.0232098
0.6 0.3835 0.0215976 0.0220738
0.7 0.3835 0.018372 0.0187771
0.8 0.3835 0.013348 0.0136424
0.9 0.3835 0.00701747 0.00717221
1 0.3835 0 0

0 0.384 0 0
0.1 0.384 0.00698293 0.00713711
0.2 0.384 0.0132823 0.0135756
0.3 0.384 0.0182815 0.0186852
0.4 0.384 0.0214912 0.0219658
0.5 0.384 0.0225972 0.0230962
0.6 0.384 0.0214912 0.0219658
0.7 0.384 0.0182815 0.0186852
0.8 0.384 0.0132823 0.0135756
0.9 0.384 0.00698293 0.00713711
1 0.384 0 0

0 0.3845 0 0
0.1 0.3845 0.00694855 0.00710218
0.2 0.3845 0.0132169 0.0135091
0.3 0.3845 0.0181915 0.0185937
0.4 0.3845 0.0213854 0.0218583
0.5 0.3845 0.022486 0.0229831
0.6 0.3845 0.0213854 0.0218583
0.7 0.3845 0.0181915 0.0185937
0.8 0.3845 0.0132169 0.0135091
0.9 0.3845 0.00694855 0.00710218
1 0.3845 0 0

0 0.385 0 0
0.1 0.385 0.00691435 0.00706742
0.2 0.385 0.0131519 0.013443
0.3 0.385 0.018102 0.0185027
0.4 0.385 0.0212802 0.0217513
0.5 0.385 0.0223753 0.0228706
0.6 0.385 0.0212802 0.0217513
0.7 0.385 0.018102 0.0185027
0.8 0.385 0.0131519 0.013443
0.9 0.385 0.00691435 0.00706742
1 0.385 0 0

0 0.3855 0 0
0.1 0.3855 0.00688031 0.00703283
0.2 0.3855 0.0130871 0.0133772
0.3 0.3855 0.0180129 0.0184122
0.4 0.3855 0.0211754 0.0216448
0.5 0.3855 0.0222652 0.0227587
0.6 0.3855 0.0211754 0.0216448
0.7 0.3855 0.0180129 0.0184122
0.8 0.3855 0.0130871 0.0133772
0.9 0.3855 0.00688031 0.00703283
1 0.3855 0 0

0 0.386 0 0
0.1 0.386 0.00684644 0.00699841
0.2 0.386 0.0130227 0.0133118
0.3 0.386 0.0179242 0.0183221
0.4 0.386 0.0210712 0.0215389
0.5 0.386 0.0221555 0.0226473
0.6 0.386 0.0210712 0.0215389
0.7 0.386 0.0179242 0.0183221
0.8 0.386 0.0130227 0.0133118
0.9 0.386 0.00684644 0.00699841
1 0.386 0 0

0 0.3865 0 0
0.1 0.3865 0.00681274 0.00696415
0.2 0.3865 0.0129586 0.0132466
0.3 0.3865 0.017836 0.0182324
0.4 0.3865 0.0209675 0.0214335
0.5 0.3865 0.0220465 0.0225365
0.6 0.3865 0.0209675 0.0214335
0.7 0.3865 0.017836 0.0182324
0.8 0.3865 0.0129586 0.0132466
0.9 0.3865 0.00681274 0.00696415
1 0.3865 0 0

0 0.387 0 0
0.1 0.387 0.0067792 0.00693007
0.2 0.387 0.0128948 0.0131818
0.3 0.387 0.0177482 0.0181432
0.4 0.387 0.0208642 0.0213286
0.5 0.387 0.021938 0.0224262
0.6 0.387 0.0208642 0.0213286
0.7 0.387 0.0177482 0.0181432
0.8 0.387 0.0128948 0.0131818
0.9 0.387 0.0067792 0.00693007
1 0.387 0 0

0 0.3875 0 0
0.1 0.3875 0.00674583 0.00689615
0.2 0.3875 0.0128313 0.0131173
0.3 0.3875 0.0176608 0.0180544
0.4 0.3875 0.0207615 0.0212242
0.5 0.3875 0.02183 0.0223164
0.6 0.3875 0.0207615 0.0212242
0.7 0.3875 0.0176608 0.0180544
0.8 0.3875 0.0128313 0.0131173
0.9 0.3875 0.00674583 0.00689615
1 0.3875 0 0

0 0.388 0 0
0.1 0.388 0.00671262 0.0068624
0.2 0.388 0.0127682 0.0130531
0.3 0.388 0.0175739 0.017966
0.4 0.388 0.0206593 0.0211203
0.5 0.388 0.0217225 0.0222072
0.6 0.388 0.0206593 0.0211203
0.7 0.388 0.0175739 0.017966
0.8 0.388 0.0127682 0.0130531
0.9 0.388 0.00671262 0.0068624
1 0.388 0 0

0 0.3885 0 0
0.1 0.3885 0.00667958 0.00682881
0.2 0.3885 0.0127053 0.0129892
0.3 0.3885 0.0174874 0.0178781
0.4 0.3885 0.0205576 0.0210169
0.5 0.3885 0.0216156 0.0220985
0.6 0.3885 0.0205576 0.0210169
0.7 0.3885 0.0174874 0.0178781
0.8 0.3885 0.0127053 0.0129892
0.9 0.3885 0.00667958 0.00682881
1 0.3885 0 0

0 0.389 0 0
0.1 0.389 0.0066467 0.00679539
0.2 0.389 0.0126428 0.0129256
0.3 0.389 0.0174013 0.0177906
0.4 0.389 0.0204564 0.0209141
0.5 0.389 0.0215092 0.0219903
0.6 0.389 0.0204564 0.0209141
0.7 0.389 0.0174013 0.0177906
0.8 0.389 0.0126428 0.0129256
0.9 0.389 0.0066467 0.00679539
1 0.389 0 0

0 0.3895 0 0
0.1 0.3895 0.00661398 0.00676213
0.2 0.3895 0.0125805 0.0128623
0.3 0.3895 0.0173156 0.0177035
0.4 0.3895 0.0203557 0.0208117
0.5 0.3895 0.0214033 0.0218827
0.6 0.3895 0.0203557 0.0208117
0.7 0.3895 0.0173156 0.0177035
0.8 0.3895 0.0125805 0.0128623
0.9 0.3895 0.00661398 0.00676213
1 0.3895 0 0

0 0.39 0 0
0.1 0.39 0.00658142 0.00672903
0.2 0.39 0.0125186 0.0127994
0.3 0.39 0.0172304 0.0176168
0.4 0.39 0.0202555 0.0207098
0.5 0.39 0.0212979 0.0217756
0.6 0.39 0.0202555 0.0207098
0.7 0.39 0.0172304 0.0176168
0.8 0.39 0.0125186 0.0127994
0.9 0.39 0.00658142 0.00672903
1 0.39 0 0

0 0.3905 0 0
0.1 0.3905 0.00654902 0.0066961
0.2 0.3905 0.012457 0.0127367
0.3 0.3905 0.0171456 0.0175306
0.4 0.3905 0.0201558 0.0206085
0.5 0.3905 0.0211931 0.021669
0.6 0.3905 0.0201558 0.0206085
0.7 0.3905 0.0171456 0.0175306
0.8 0.3905 0.012457 0.0127367
0.9 0.3905 0.00654902 0.0066961
1 0.3905 0 0

0 0.391 0 0
0.1 0.391 0.00651678 0.00666333
0.2 0.391 0.0123957 0.0126744
0.3 0.391 0.0170612 0.0174448
0.4 0.391 0.0200566 0.0205076
0.5 0.391 0.0210888 0.021563
0.6 0.391 0.0200566 0.0205076
0.7 0.391 0.0170612 0.0174448
0.8 0.391 0.0123957 0.0126744
0.9 0.391 0.00651678 0.00666333
1 0.391 0 0

0 0.3915 0 0
0.1 0.3915 0.0064847 0.00663071
0.2 0.3915 0.0123346 0.0126124
0.3 0.3915 0.0169772 0.0173594
0.4 0.3915 0.0199579 0.0204072
0.5 0.3915 0.0209849 0.0214574
0.6 0.3915 0.0199579 0.0204072
0.7 0.3915 0.0169772 0.0173594
0.8 0.3915 0.0123346 0.0126124
0.9 0.3915 0.0064847 0.00663071
1 0.3915 0 0

0 0.392 0 0
0.1 0.392 0.00645278 0.00659826
0.2 0.392 0.0122739 0.0125506
0.3 0.392 0.0168936 0.0172745
0.4 0.392 0.0198596 0.0203074
0.5 0.392 0.0208816 0.0213524
0.6 0.392 0.0198596 0.0203074
0.7 0.392 0.0168936 0.0172745
0.8 0.392 0.0122739 0.0125506
0.9 0.392 0.00645278 0.00659826
1 0.392 0 0

0 0.3925 0 0
0.1 0.3925 0.00642102 0.00656597
0.2 0.3925 0.0122135 0.0124892
0.3 0.3925 0.0168104 0.0171899
0.4 0.3925 0.0197619 0.020208
0.5 0.3925 0.0207788 0.0212479
0.6 0.3925 0.0197619 0.020208
0.7 0.3925 0.0168104 0.0171899
0.8 0.3925 0.0122135 0.0124892
0.9 0.3925 0.00642102 0.00656597
1 0.3925 0 0

0 0.393 0 0
0.1 0.393 0.00638941 0.00653383
0.2 0.393 0.0121534 0.0124281
0.3 0.393 0.0167277 0.0171058
0.4 0.393 0.0196646 0.0201091
0.5 0.393 0.0206766 0.0211439
0.6 0.393 0.0196646 0.0201091
0.7 0.393 0.0167277 0.0171058
0.8 0.393 0.0121534 0.0124281
0.9 0.393 0.00638941 0.00653383
1 0.393 0 0

0 0.3935 0 0
0.1 0.3935 0.00635796 0.00650185
0.2 0.3935 0.0120936 0.0123673
0.3 0.3935 0.0166453 0.0170221
0.4 0.3935 0.0195678 0.0200106
0.5 0.3935 0.0205748 0.0210404
0.6 0.3935 0.0195678 0.0200106
0.7 0.3935 0.0166453 0.0170221
0.8 0.3935 0.0120936 0.0123673
0.9 0.3935 0.00635796 0.00650185
1 0.3935 0 0

0 0.394 0 0
0.1 0.394 0.00632666 0.00647003
0.2 0.394 0.012034 0.0123067
0.3 0.394 0.0165634 0.0169388
0.4 0.394 0.0194715 0.0199127
0.5 0.394 0.0204735 0.0209375
0.6 0.394 0.0194715 0.0199127
0.7 0.394 0.0165634 0.0169388
0.8 0.394 0.012034 0.0123067
0.9 0.394 0.00632666 0.00647003
1 0.394 0 0

0 0.3945 0 0
0.1 0.3945 0.00629551 0.00643836
0.2 0.3945 0.0119748 0.0122465
0.3 0.3945 0.0164819 0.0168559
0.4 0.3945 0.0193756 0.0198152
0.5 0.3945 0.0203727 0.020835
0.6 0.3945 0.0193756 0.0198152
0.7 0.3945 0.0164819 0.0168559
0.8 0.3945 0.0119748 0.0122465
0.9 0.3945 0.00629551 0.00643836
1 0.3945 0 0

0 0.395 0 0
0.1 0.395 0.00626452 0.00640685
0.2 0.395 0.0119158 0.0121866
0.3 0.395 0.0164007 0.0167734
0.4 0.395 0.0192802 0.0197183
0.5 0.395 0.0202724 0.020733
0.6 0.395 0.0192802 0.0197183
0.7 0.395 0.0164007 0.0167734
0.8 0.395 0.0119158 0.0121866
0.9 0.395 0.00626452 0.00640685
1 0.395 0 0

0 0.3955 0 0
0.1 0.3955 0.00623369 0.00637549
0.2 0.3955 0.0118572 0.0121269
0.3 0.3955 0.01632 0.0166913
0.4 0.3955 0.0191853 0.0196218
0.5 0.3955 0.0201726 0.0206315
0.6 0.3955 0.0191853 0.0196218
0.7 0.3955 0.01632 0.0166913
0.8 0.3955 0.0118572 0.0121269
0.9 0.3955 0.00623369 0.00637549
1 0.3955 0 0

0 0.396 0 0
0.1 0.396 0.006203 0.00634429
0.2 0.396 0.0117988 0.0120676
0.3 0.396 0.0162397 0.0166096
0.4 0.396 0.0190909 0.0195257
0.5 0.396 0.0200733 0.0205306
0.6 0.396 0.0190909 0.0195257
0.7 0.396 0.0162397 0.0166096
0.8 0.396 0.0117988 0.0120676
0.9 0.396 0.006203 0.00634429
1 0.396 0 0

0 0.3965 0 0
0.1 0.3965 0.00617246 0.00631324
0.2 0.3965 0.0117407 0.0120085
0.3 0.3965 0.0161597 0.0165283
0.4 0.3965 0.0189969 0.0194302
0.5 0.3965 0.0199745 0.0204301
0.6 0.3965 0.0189969 0.0194302
0.7 0.3965 0.0161597 0.0165283
0.8 0.3965 0.0117407 0.0120085
0.9 0.3965 0.00617246 0.00631324
1 0.3965 0 0

0 0.397 0 0
0.1 0.397 0.00614208 0.00628234
0.2 0.397 0.0116829 0.0119497
0.3 0.397 0.0160802 0.0164474
0.4 0.397 0.0189034 0.0193351
0.5 0.397 0.0198762 0.0203301
0.6 0.397 0.0189034 0.0193351
0.7 0.397 0.0160802 0.0164474
0.8 0.397 0.0116829 0.0119497
0.9 0.397 0.00614208 0.00628234
1 0.397 0 0

0 0.3975 0 0
0.1 0.3975 0.00611184 0.00625159
0.2 0.3975 0.0116254 0.0118912
0.3 0.3975 0.016001 0.0163669
0.4 0.3975 0.0188103 0.0192404
0.5 0.3975 0.0197783 0.0202306
0.6 0.3975 0.0188103 0.0192404
0.7 0.3975 0.016001 0.0163669
0.8 0.3975 0.0116254 0.0118912
0.9 0.3975 0.00611184 0.00625159
1 0.3975 0 0

0 0.398 0 0
0.1 0.398 0.00608176 0.00622099
0.2 0.398 0.0115682 0.011833
0.3 0.398 0.0159222 0.0162868
0.4 0.398 0.0187177 0.0191463
0.5 0.398 0.019681 0.0201316
0.6 0.398 0.0187177 0.0191463
0.7 0.398 0.0159222 0.0162868
0.8 0.398 0.0115682 0.011833
0.9 0.398 0.00608176 0.00622099
1 0.398 0 0

0 0.3985 0 0
0.1 0.3985 0.00605182 0.00619055
0.2 0.3985 0.0115112 0.0117751
0.3 0.3985 0.0158439 0.0162071
0.4 0.3985 0.0186256 0.0190525
0.5 0.3985 0.0195841 0.020033
0.6 0.3985 0.0186256 0.0190525
0.7 0.3985 0.0158439 0.0162071
0.8 0.3985 0.0115112 0.0117751
0.9 0.3985 0.00605182 0.00619055
1 0.3985 0 0

0 0.399 0 0
0.1 0.399 0.00602203 0.00616025
0.2 0.399 0.0114546 0.0117175
0.3 0.399 0.0157659 0.0161277
0.4 0.399 0.0185339 0.0189593
0.5 0.399 0.0194877 0.019935
0.6 0.399 0.0185339 0.0189593
0.7 0.399 0.0157659 0.0161277
0.8 0.399 0.0114546 0.0117175
0.9 0.399 0.00602203 0.00616025
1 0.399 0 0

0 0.3995 0 0
0.1 0.3995 0.00599238 0.0061301
0.2 0.3995 0.0113982 0.0116601
0.3 0.3995 0.0156883 0.0160488
0.4 0.3995 0.0184427 0.0188665
0.5 0.3995 0.0193918 0.0198374
0.6 0.3995 0.0184427 0.0188665
0.7 0.3995 0.0156883 0.0160488
0.8 0.3995 0.0113982 0.0116601
0.9 0.3995 0.00599238 0.0061301
1 0.3995 0 0

0 0.4 0 0
0.1 0.4 0.00596289 0.00610009
0.2 0.4 0.0113421 0.0116031
0.3 0.4 0.015611 0.0159703
0.4 0.4 0.0183519 0.0187742
0.5 0.4 0.0192963 0.0197403
0.6 0.4 0.0183519 0.0187742
0.7 0.4 0.015611 0.0159703
0.8 0.4 0.0113421 0.0116031
0.9 0.4 0.00596289 0.00610009
1 0.4 0 0

0 0.4005 0 0
0.1 0.4005 0.00593353 0.00607024
0.2 0.4005 0.0112862 0.0115463
0.3 0.4005 0.0155342 0.0158921
0.4 0.4005 0.0182615 0.0186823
0.5 0.4005 0.0192013 0.0196437
0.6 0.4005 0.0182615 0.0186823
0.7 0.4005 0.0155342 0.0158921
0.8 0.4005 0.0112862 0.0115463
0.9 0.4005 0.00593353 0.00607024
1 0.4005 0 0

0 0.401 0 0
0.1 0.401 0.00590432 0.00604053
0.2 0.401 0.0112307 0.0114898
0.3 0.401 0.0154577 0.0158143
0.4 0.401 0.0181716 0.0185908
0.5 0.401 0.0191068 0.0195476
0.6 0.401 0.0181716 0.0185908
0.7 0.401 0.0154577 0.0158143
0.8 0.401 0.0112307 0.0114898
0.9 0.401 0.00590432 0.00604053
1 0.401 0 0

0 0.4015 0 0
0.1 0.4015 0.00587526 0.00601096
0.2 0.4015 0.0111754 0.0114335
0.3 0.4015 0.0153816 0.0157369
0.4 0.4015 0.0180822 0.0184998
0.5 0.4015 0.0190127 0.0194519
0.6 0.4015 0.0180822 0.0184998
0.7 0.4015 0.0153816 0.0157369
0.8 0.4015 0.0111754 0.0114335
0.9 0.4015 0.00587526 0.00601096
1 0.4015 0 0

0 0.402 0 0
0.1 0.402 0.00584634 0.00598154
0.2 0.402 0.0111204 0.0113776
0.3 0.402 0.0153059 0.0156599
0.4 0.402 0.0179932 0.0184093
0.5 0.402 0.0189191 0.0193567
0.6 0.402 0.0179932 0.0184093
0.7 0.402 0.0153059 0.0156599
0.8 0.402 0.0111204 0.0113776
0.9 0.402 0.00584634 0.00598154
1 0.402 0 0

0 0.4025 0 0
0.1 0.4025 0.00581756 0.00595227
0.2 0.4025 0.0110657 0.0113219
0.3 0.4025 0.0152306 0.0155832
0.4 0.4025 0.0179046 0.0183192
0.5 0.4025 0.018826 0.0192619
0.6 0.4025 0.0179046 0.0183192
0.7 0.4025 0.0152306 0.0155832
0.8 0.4025 0.0110657 0.0113219
0.9 0.4025 0.00581756 0.00595227
1 0.4025 0 0

0 0.403 0 0
0.1 0.403 0.00578892 0.00592314
0.2 0.403 0.0110112 0.0112665
0.3 0.403 0.0151556 0.015507
0.4 0.403 0.0178165 0.0182295
0.5 0.403 0.0187333 0.0191677
0.6 0.403 0.0178165 0.0182295
0.7 0.403 0.0151556 0.015507
0.8 0.403 0.0110112 0.0112665
0.9 0.403 0.00578892 0.00592314
1 0.403 0 0

0 0.4035 0 0
0.1 0.4035 0.00576042 0.00589415
0.2 0.4035 0.010957 0.0112113
0.3 0.4035 0.015081 0.0154311
0.4 0.4035 0.0177288 0.0181403
0.5 0.4035 0.0186411 0.0190739
0.6 0.4035 0.0177288 0.0181403
0.7 0.4035 0.015081 0.0154311
0.8 0.4035 0.010957 0.0112113
0.9 0.4035 0.00576042 0.00589415
1 0.4035 0 0

0 0.404 0 0
0.1 0.404 0.00573207 0.0058653
0.2 0.404 0.010903 0.0111565
0.3 0.404 0.0150067 0.0153556
0.4 0.404 0.0176415 0.0180515
0.5 0.404 0.0185494 0.0189805
0.6 0.404 0.0176415 0.0180515
0.7 0.404 0.0150067 0.0153556
0.8 0.404 0.010903 0.0111565
0.9 0.404 0.00573207 0.0058653
1 0.404 0 0

0 0.4045 0 0
0.1 0.4045 0.00570385 0.00583659
0.2 0.4045 0.0108494 0.0111019
0.3 0.4045 0.0149329 0.0152804
0.4 0.4045 0.0175546 0.0179632
0.5 0.4045 0.018458 0.0188876
0.6 0.4045 0.0175546 0.0179632
0.7 0.4045 0.0149329 0.0152804
0.8 0.4045 0.0108494 0.0111019
0.9 0.4045 0.00570385 0.00583659
1 0.4045 0 0

0 0.405 0 0
0.1 0.405 0.00567577 0.00580803
0.2 0.405 0.010796 0.0110475
0.3 0.405 0.0148594 0.0152056
0.4 0.405 0.0174682 0.0178753
0.5 0.405 0.0183672 0.0187952
0.6 0.405 0.0174682 0.0178753
0.7 0.405 0.0148594 0.0152056
0.8 0.405 0.010796 0.0110475
0.9 0.405 0.00567577 0.00580803
1 0.405 0 0

0 0.4055 0 0
0.1 0.4055 0.00564783 0.0057796
0.2 0.4055 0.0107428 0.0109935
0.3 0.4055 0.0147862 0.0151312
0.4 0.4055 0.0173822 0.0177878
0.5 0.4055 0.0182768 0.0187032
0.6 0.4055 0.0173822 0.0177878
0.7 0.4055 0.0147862 0.0151312
0.8 0.4055 0.0107428 0.0109935
0.9 0.4055 0.00564783 0.0057796
1 0.4055 0 0

0 0.406 0 0
0.1 0.406 0.00562003 0.00575131
0.2 0.406 0.0106899 0.0109396
0.3 0.406 0.0147134 0.0150571
0.4 0.406 0.0172967 0.0177007
0.5 0.406 0.0181868 0.0186116
0.6 0.406 0.0172967 0.0177007
0.7 0.406 0.0147134 0.0150571
0.8 0.406 0.0106899 0.0109396
0.9 0.406 0.00562003 0.00575131
1 0.406 0 0

0 0.4065 0 0
0.1 0.4065 0.00559236 0.00572316
0.2 0.4065 0.0106373 0.0108861
0.3 0.4065 0.014641 0.0149834
0.4 0.4065 0.0172115 0.0176141
0.5 0.4065 0.0180973 0.0185205
0.6 0.4065 0.0172115 0.0176141
0.7 0.4065 0.014641 0.0149834
0.8 0.4065 0.0106373 0.0108861
0.9 0.4065 0.00559236 0.00572316
1 0.4065 0 0

0 0.407 0 0
0.1 0.407 0.00556483 0.00569515
0.2 0.407 0.0105849 0.0108328
0.3 0.407 0.0145689 0.0149101
0.4 0.407 0.0171268 0.0175279
0.5 0.407 0.0180082 0.0184299
0.6 0.407 0.0171268 0.0175279
0.7 0.407 0.0145689 0.0149101
0.8 0.407 0.0105849 0.0108328
0.9 0.407 0.00556483 0.00569515
1 0.407 0 0

0 0.4075 0 0
0.1 0.4075 0.00553744 0.00566728
0.2 0.4075 0.0105328 0.0107798
